,date,geography,cause of death,Gender,Age,measure,measures,value
20,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Total,Aged 90 and over,Deaths,Value,1160
21,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,total (all ages),Deaths,Value,2034
22,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged under 1,Deaths,Value,5
23,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 1 to 4,Deaths,Value,5
24,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 5 to 9,Deaths,Value,0
25,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 10-14,Deaths,Value,0
26,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 15-19,Deaths,Value,5
27,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 20-24,Deaths,Value,0
28,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 25-29,Deaths,Value,5
29,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 30-34,Deaths,Value,18
30,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 35-39,Deaths,Value,8
31,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 40-44,Deaths,Value,24
32,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 45-49,Deaths,Value,34
33,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 50-54,Deaths,Value,42
34,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 55-59,Deaths,Value,60
35,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 60-64,Deaths,Value,95
36,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 65-69,Deaths,Value,153
37,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 70-74,Deaths,Value,177
38,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 75-79,Deaths,Value,238
39,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 80-84,Deaths,Value,352
40,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 85-89,Deaths,Value,428
41,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Male,Aged 90 and over,Deaths,Value,388
42,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,total (all ages),Deaths,Value,2245
43,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged under 1,Deaths,Value,0
44,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 1 to 4,Deaths,Value,0
45,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 5 to 9,Deaths,Value,0
46,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 10-14,Deaths,Value,0
47,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 15-19,Deaths,Value,0
48,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 20-24,Deaths,Value,0
49,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 25-29,Deaths,Value,5
50,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 30-34,Deaths,Value,6
51,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 35-39,Deaths,Value,7
52,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 40-44,Deaths,Value,13
53,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 45-49,Deaths,Value,29
54,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 50-54,Deaths,Value,33
55,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 55-59,Deaths,Value,59
56,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 60-64,Deaths,Value,66
57,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 65-69,Deaths,Value,88
58,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 70-74,Deaths,Value,129
59,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 75-79,Deaths,Value,189
60,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 80-84,Deaths,Value,349
61,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 85-89,Deaths,Value,495
62,2013,"Bournemouth, Christchurch and Poole","A00-R99,U00-Y89 All causes, all ages",Female,Aged 90 and over,Deaths,Value,772
63,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,total (all ages),Deaths,Value,1178
64,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged under 1,Deaths,Value,0
65,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 1 to 4,Deaths,Value,0
66,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 5 to 9,Deaths,Value,0
67,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 10-14,Deaths,Value,0
68,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 15-19,Deaths,Value,0
69,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 20-24,Deaths,Value,0
70,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 25-29,Deaths,Value,0
71,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 30-34,Deaths,Value,0
72,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 35-39,Deaths,Value,0
73,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 40-44,Deaths,Value,5
74,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 45-49,Deaths,Value,12
75,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 50-54,Deaths,Value,17
76,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 55-59,Deaths,Value,24
77,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 60-64,Deaths,Value,36
78,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 65-69,Deaths,Value,66
79,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 70-74,Deaths,Value,73
80,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 75-79,Deaths,Value,118
81,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 80-84,Deaths,Value,221
82,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 85-89,Deaths,Value,270
83,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Total,Aged 90 and over,Deaths,Value,332
84,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,total (all ages),Deaths,Value,566
85,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged under 1,Deaths,Value,0
86,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 1 to 4,Deaths,Value,0
87,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 5 to 9,Deaths,Value,0
88,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 10-14,Deaths,Value,0
89,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 15-19,Deaths,Value,0
90,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 20-24,Deaths,Value,0
91,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 25-29,Deaths,Value,0
92,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 30-34,Deaths,Value,0
93,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 35-39,Deaths,Value,0
94,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 40-44,Deaths,Value,5
95,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 45-49,Deaths,Value,10
96,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 50-54,Deaths,Value,15
97,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 55-59,Deaths,Value,11
98,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 60-64,Deaths,Value,26
99,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 65-69,Deaths,Value,48
100,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 70-74,Deaths,Value,44
101,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 75-79,Deaths,Value,68
102,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 80-84,Deaths,Value,110
103,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 85-89,Deaths,Value,122
104,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Male,Aged 90 and over,Deaths,Value,105
105,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,total (all ages),Deaths,Value,612
106,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged under 1,Deaths,Value,0
107,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 1 to 4,Deaths,Value,0
108,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 5 to 9,Deaths,Value,0
109,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 10-14,Deaths,Value,0
110,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 15-19,Deaths,Value,0
111,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 20-24,Deaths,Value,0
112,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 25-29,Deaths,Value,0
113,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 30-34,Deaths,Value,0
114,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 35-39,Deaths,Value,0
115,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 40-44,Deaths,Value,0
116,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 45-49,Deaths,Value,0
117,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 50-54,Deaths,Value,0
118,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 55-59,Deaths,Value,13
119,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 60-64,Deaths,Value,10
120,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 65-69,Deaths,Value,18
121,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 70-74,Deaths,Value,29
122,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 75-79,Deaths,Value,50
123,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 80-84,Deaths,Value,111
124,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 85-89,Deaths,Value,148
125,2013,"Bournemouth, Christchurch and Poole",I00-I99 IX Diseases of the circulatory system,Female,Aged 90 and over,Deaths,Value,227
126,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,total (all ages),Deaths,Value,4288
127,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged under 1,Deaths,Value,14
128,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 1 to 4,Deaths,Value,0
129,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 5 to 9,Deaths,Value,0
130,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 10-14,Deaths,Value,0
131,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 15-19,Deaths,Value,11
132,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 20-24,Deaths,Value,10
133,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 25-29,Deaths,Value,9
134,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 30-34,Deaths,Value,6
135,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 35-39,Deaths,Value,21
136,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 40-44,Deaths,Value,26
137,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 45-49,Deaths,Value,41
138,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 50-54,Deaths,Value,73
139,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 55-59,Deaths,Value,102
140,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 60-64,Deaths,Value,145
141,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 65-69,Deaths,Value,278
142,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 70-74,Deaths,Value,306
143,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 75-79,Deaths,Value,487
144,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 80-84,Deaths,Value,701
145,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 85-89,Deaths,Value,897
146,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 90 and over,Deaths,Value,1158
147,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,total (all ages),Deaths,Value,2071
148,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged under 1,Deaths,Value,7
149,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 1 to 4,Deaths,Value,0
150,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 5 to 9,Deaths,Value,0
151,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 10-14,Deaths,Value,0
152,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 15-19,Deaths,Value,9
153,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 20-24,Deaths,Value,6
154,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 25-29,Deaths,Value,5
155,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 30-34,Deaths,Value,5
156,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 35-39,Deaths,Value,15
157,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 40-44,Deaths,Value,15
158,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 45-49,Deaths,Value,26
159,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 50-54,Deaths,Value,41
160,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 55-59,Deaths,Value,64
161,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 60-64,Deaths,Value,76
162,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 65-69,Deaths,Value,171
163,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 70-74,Deaths,Value,177
164,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 75-79,Deaths,Value,280
165,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 80-84,Deaths,Value,370
166,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 85-89,Deaths,Value,428
167,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 90 and over,Deaths,Value,378
168,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,total (all ages),Deaths,Value,2217
169,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged under 1,Deaths,Value,7
170,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 1 to 4,Deaths,Value,0
171,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 5 to 9,Deaths,Value,0
172,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 10-14,Deaths,Value,0
173,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 15-19,Deaths,Value,0
174,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 20-24,Deaths,Value,5
175,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 25-29,Deaths,Value,5
176,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 30-34,Deaths,Value,0
177,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 35-39,Deaths,Value,6
178,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 40-44,Deaths,Value,11
179,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 45-49,Deaths,Value,15
180,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 50-54,Deaths,Value,32
181,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 55-59,Deaths,Value,38
182,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 60-64,Deaths,Value,69
183,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 65-69,Deaths,Value,107
184,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 70-74,Deaths,Value,129
185,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 75-79,Deaths,Value,207
186,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 80-84,Deaths,Value,331
187,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 85-89,Deaths,Value,469
188,2013,Dorset,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 90 and over,Deaths,Value,780
189,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,total (all ages),Deaths,Value,1227
190,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged under 1,Deaths,Value,0
191,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 1 to 4,Deaths,Value,0
192,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 5 to 9,Deaths,Value,0
193,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 10-14,Deaths,Value,0
194,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 15-19,Deaths,Value,0
195,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 20-24,Deaths,Value,0
196,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 25-29,Deaths,Value,0
197,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 30-34,Deaths,Value,0
198,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 35-39,Deaths,Value,0
199,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 40-44,Deaths,Value,0
200,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 45-49,Deaths,Value,5
201,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 50-54,Deaths,Value,6
202,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 55-59,Deaths,Value,23
203,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 60-64,Deaths,Value,29
204,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 65-69,Deaths,Value,64
205,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 70-74,Deaths,Value,84
206,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 75-79,Deaths,Value,134
207,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 80-84,Deaths,Value,215
208,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 85-89,Deaths,Value,292
209,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Total,Aged 90 and over,Deaths,Value,369
210,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,total (all ages),Deaths,Value,620
211,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged under 1,Deaths,Value,0
212,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 1 to 4,Deaths,Value,0
213,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 5 to 9,Deaths,Value,0
214,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 10-14,Deaths,Value,0
215,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 15-19,Deaths,Value,0
216,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 20-24,Deaths,Value,0
217,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 25-29,Deaths,Value,0
218,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 30-34,Deaths,Value,0
219,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 35-39,Deaths,Value,0
220,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 40-44,Deaths,Value,0
221,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 45-49,Deaths,Value,5
222,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 50-54,Deaths,Value,5
223,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 55-59,Deaths,Value,19
224,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 60-64,Deaths,Value,23
225,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 65-69,Deaths,Value,47
226,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 70-74,Deaths,Value,56
227,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 75-79,Deaths,Value,82
228,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 80-84,Deaths,Value,109
229,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 85-89,Deaths,Value,150
230,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Male,Aged 90 and over,Deaths,Value,121
231,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,total (all ages),Deaths,Value,607
232,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,Aged under 1,Deaths,Value,0
233,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,Aged 1 to 4,Deaths,Value,0
234,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,Aged 5 to 9,Deaths,Value,0
235,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,Aged 10-14,Deaths,Value,0
236,2013,Dorset,I00-I99 IX Diseases of the circulatory system,Female,Aged 15-19,Deaths,Value,0
